time_s,event,group_id,detail
111.09,SATELLITE_PAIR,251,bacteria_7_144
111.152,MERGE,4,absorbed_group_251
111.4,SATELLITE_PAIR,252,bacteria_21_127
111.463,MERGE,107,absorbed_group_252
111.902,SATELLITE_PAIR,253,bacteria_1_125
111.963,MERGE,107,absorbed_group_253
111.963,SATELLITE_PAIR,254,bacteria_2_20
112.025,MERGE,4,absorbed_group_254
112.334,SATELLITE_PAIR,255,bacteria_6_22
112.397,MERGE,107,absorbed_group_255
113.455,SATELLITE_PAIR,256,bacteria_8_13
113.703,SATELLITE_PAIR,257,bacteria_23_73
113.703,SATELLITE_PAIR,258,bacteria_121_149
113.769,MERGE,4,absorbed_group_258
113.769,MERGE,107,absorbed_group_257
115.065,SATELLITE_PAIR,259,bacteria_4_25
115.127,MERGE,107,absorbed_group_259
115.559,SATELLITE_PAIR,260,bacteria_15_147
115.62,MERGE,107,absorbed_group_260
116.117,SATELLITE_PAIR,261,bacteria_146_150
116.243,SATELLITE_PAIR,262,bacteria_103_106
116.307,MERGE,262,absorbed_group_256
116.307,SATELLITE_PAIR,263,bacteria_39_148
116.369,MERGE,4,absorbed_group_263
116.616,MERGE,1,absorbed_group_261
116.803,SATELLITE_PAIR,264,bacteria_0_26
116.866,MERGE,4,absorbed_group_264
117.054,SATELLITE_PAIR,265,bacteria_18_96
117.116,MERGE,107,absorbed_group_265
117.805,DISPERSE,1,hit_bacterium_146
117.805,PREDATOR_HIT,1,survived
117.805,PREDATOR_HIT,1,survived
118.252,SATELLITE_PAIR,266,bacteria_27_151
118.316,MERGE,107,absorbed_group_266
119.13,SATELLITE_PAIR,267,bacteria_126_144
119.191,MERGE,4,absorbed_group_267
119.316,PREDATOR_HIT,1,survived
119.561,PREDATOR_HIT,1,survived
119.937,SATELLITE_PAIR,268,bacteria_1_125
119.937,SATELLITE_PAIR,269,bacteria_127_152
119.999,MERGE,107,absorbed_group_269
120.062,MERGE,107,absorbed_group_268
120.252,REJOIN,262,bacterium_106
120.378,SATELLITE_PAIR,270,bacteria_5_6
120.378,SATELLITE_PAIR,271,bacteria_17_28
120.442,MERGE,4,absorbed_group_271
120.442,MERGE,107,absorbed_group_270
120.822,PREDATOR_HIT,1,killed
120.885,SATELLITE_PAIR,272,bacteria_22_30
120.949,MERGE,107,absorbed_group_272
121.203,PREDATOR_HIT,1,killed
121.755,SATELLITE_PAIR,273,bacteria_7_121
121.755,SATELLITE_PAIR,274,bacteria_21_73
121.816,MERGE,107,absorbed_group_274
121.816,MERGE,4,absorbed_group_273
123.006,SATELLITE_PAIR,275,bacteria_2_149
123.006,SATELLITE_PAIR,276,bacteria_23_29
123.07,MERGE,107,absorbed_group_276
123.07,MERGE,4,absorbed_group_275
123.573,SATELLITE_PAIR,277,bacteria_15_25
123.635,MERGE,107,absorbed_group_277
124.075,SATELLITE_PAIR,278,bacteria_4_16
124.139,MERGE,107,absorbed_group_278
124.139,SATELLITE_PAIR,279,bacteria_14_32
124.203,MERGE,4,absorbed_group_279
124.658,SATELLITE_PAIR,280,bacteria_19_148
124.72,MERGE,4,absorbed_group_280
124.72,SATELLITE_PAIR,281,bacteria_33_147
124.782,MERGE,107,absorbed_group_281
124.968,SATELLITE_PAIR,282,bacteria_109_118
125.094,SATELLITE_PAIR,283,bacteria_18_96
125.158,MERGE,107,absorbed_group_283
125.158,REJOIN,107,bacterium_33
125.474,REJOIN,107,bacterium_33
125.474,SATELLITE_PAIR,284,bacteria_0_145
125.538,MERGE,4,absorbed_group_284
125.924,SATELLITE_PAIR,285,bacteria_103_106
125.986,MERGE,262,absorbed_group_285
127.954,SATELLITE_PAIR,286,bacteria_1_35
128.018,MERGE,107,absorbed_group_286
128.272,SATELLITE_PAIR,287,bacteria_36_151
128.335,MERGE,107,absorbed_group_287
128.399,SATELLITE_PAIR,288,bacteria_6_27
128.465,MERGE,107,absorbed_group_288
128.91,SATELLITE_PAIR,289,bacteria_5_30
128.91,SATELLITE_PAIR,290,bacteria_22_152
128.974,MERGE,107,absorbed_group_289
128.974,MERGE,107,absorbed_group_290
129.106,SATELLITE_PAIR,291,bacteria_28_34
129.168,MERGE,4,absorbed_group_291
129.419,SATELLITE_PAIR,292,bacteria_31_37
129.485,MERGE,4,absorbed_group_292
130.178,MERGE,107,absorbed_group_262
131.999,SATELLITE_PAIR,293,bacteria_9_39
132.081,MERGE,4,absorbed_group_293
132.143,SATELLITE_PAIR,294,bacteria_2_121
132.143,SATELLITE_PAIR,295,bacteria_16_25
132.205,MERGE,107,absorbed_group_295
132.205,MERGE,4,absorbed_group_294
132.205,SATELLITE_PAIR,296,bacteria_7_17
132.267,MERGE,4,absorbed_group_296
132.525,SATELLITE_PAIR,297,bacteria_4_11
132.591,MERGE,107,absorbed_group_297
132.655,SATELLITE_PAIR,298,bacteria_15_23
132.719,MERGE,107,absorbed_group_298
132.782,SATELLITE_PAIR,299,bacteria_29_33
132.846,MERGE,107,absorbed_group_299
134.303,SATELLITE_PAIR,300,bacteria_0_26
134.369,MERGE,4,absorbed_group_300
135.636,SATELLITE_PAIR,301,bacteria_42_43
135.703,MERGE,107,absorbed_group_301
135.769,DISPERSE,1,hit_bacterium_68
135.769,PREDATOR_HIT,1,survived
135.836,PREDATOR_HIT,1,survived
135.903,SATELLITE_PAIR,302,bacteria_68_84
135.968,MERGE,1,absorbed_group_302
136.301,SATELLITE_PAIR,303,bacteria_35_36
136.368,MERGE,107,absorbed_group_303
136.434,SATELLITE_PAIR,304,bacteria_6_27
136.501,MERGE,107,absorbed_group_304
136.936,SATELLITE_PAIR,305,bacteria_5_38
136.999,MERGE,107,absorbed_group_305
137.128,MERGE,225,absorbed_group_282
137.128,SATELLITE_PAIR,306,bacteria_20_28
137.192,MERGE,4,absorbed_group_306
137.192,SATELLITE_PAIR,307,bacteria_18_22
137.192,SATELLITE_PAIR,308,bacteria_19_32
137.255,MERGE,4,absorbed_group_308
137.255,MERGE,107,absorbed_group_307
137.381,SATELLITE_PAIR,309,bacteria_10_109
137.508,PREDATOR_HIT,1,survived
138.018,SATELLITE_PAIR,310,bacteria_37_45
138.082,MERGE,4,absorbed_group_310
138.871,SATELLITE_PAIR,311,bacteria_1_46
138.936,MERGE,107,absorbed_group_311
139.762,SATELLITE_PAIR,312,bacteria_14_31
139.826,MERGE,4,absorbed_group_312
140.149,SATELLITE_PAIR,313,bacteria_16_25
140.215,MERGE,107,absorbed_group_313
140.28,SATELLITE_PAIR,314,bacteria_17_34
140.343,MERGE,4,absorbed_group_314
140.536,SATELLITE_PAIR,315,bacteria_4_11
140.602,MERGE,107,absorbed_group_315
140.669,SATELLITE_PAIR,316,bacteria_12_30
140.736,MERGE,107,absorbed_group_316
140.736,SATELLITE_PAIR,317,bacteria_2_9
140.802,MERGE,4,absorbed_group_317
141.633,SATELLITE_PAIR,318,bacteria_33_49
141.696,MERGE,107,absorbed_group_318
144.016,SATELLITE_PAIR,319,bacteria_42_51
144.079,MERGE,107,absorbed_group_319
144.336,SATELLITE_PAIR,320,bacteria_29_35
144.402,MERGE,107,absorbed_group_320
144.469,SATELLITE_PAIR,321,bacteria_27_43
144.536,MERGE,107,absorbed_group_321
144.991,SATELLITE_PAIR,322,bacteria_38_52
145.055,MERGE,107,absorbed_group_322
145.249,SATELLITE_PAIR,323,bacteria_5_18
145.312,MERGE,107,absorbed_group_323
145.501,REJOIN,107,bacterium_84
145.501,SATELLITE_PAIR,324,bacteria_0_40
145.564,MERGE,309,absorbed_group_324
145.69,SATELLITE_PAIR,325,bacteria_41_47
145.758,MERGE,4,absorbed_group_325
145.953,DISPERSE,107,hit_bacterium_29
145.953,PREDATOR_HIT,107,survived
145.953,PREDATOR_HIT,107,survived
146.016,PREDATOR_HIT,107,survived
146.016,PREDATOR_HIT,107,survived
146.079,SATELLITE_PAIR,326,bacteria_24_32
146.079,SATELLITE_PAIR,327,bacteria_37_45
146.142,MERGE,326,absorbed_group_327
146.142,MERGE,4,absorbed_group_326
146.402,PREDATOR_HIT,107,survived
146.535,PREDATOR_HIT,107,survived
146.535,PREDATOR_HIT,107,survived
146.802,PREDATOR_HIT,107,survived
146.802,PREDATOR_HIT,107,survived
146.992,PREDATOR_HIT,107,survived
147.12,SATELLITE_PAIR,328,bacteria_1_36
147.183,MERGE,107,absorbed_group_328
147.246,SATELLITE_PAIR,329,bacteria_10_50
147.31,MERGE,309,absorbed_group_329
147.501,PREDATOR_HIT,107,survived
147.82,SATELLITE_PAIR,330,bacteria_31_48
147.884,MERGE,4,absorbed_group_330
148.478,SATELLITE_PAIR,331,bacteria_16_46
148.542,MERGE,107,absorbed_group_331
148.793,SATELLITE_PAIR,332,bacteria_2_55
148.855,MERGE,4,absorbed_group_332
149.616,PREDATOR_HIT,107,survived
149.75,SATELLITE_PAIR,333,bacteria_11_33
149.75,DISPERSE,333,hit_bacterium_33
149.75,PREDATOR_HIT,333,killed
149.812,MERGE,107,absorbed_group_333
150.135,PREDATOR_HIT,107,survived
150.398,PREDATOR_HIT,107,survived
150.398,PREDATOR_HIT,107,survived
150.588,PREDATOR_HIT,107,survived
150.778,SATELLITE_PAIR,334,bacteria_59_62
150.84,MERGE,107,absorbed_group_334
151.158,PREDATOR_HIT,107,survived
151.474,MERGE,225,absorbed_group_309
151.668,PREDATOR_HIT,107,survived
151.916,PREDATOR_HIT,107,survived
153.63,SATELLITE_PAIR,335,bacteria_0_40
153.692,MERGE,225,absorbed_group_335
153.692,SATELLITE_PAIR,336,bacteria_38_43
154.322,PREDATOR_HIT,107,killed
154.449,PREDATOR_HIT,107,survived
154.639,DISPERSE,336,hit_bacterium_38
154.639,PREDATOR_HIT,336,survived
155.078,SATELLITE_PAIR,337,bacteria_37_60
155.078,PREDATOR_HIT,336,survived
155.139,MERGE,4,absorbed_group_337
155.516,REJOIN,107,bacterium_65
155.58,EXPERIMENT_END,-1,
